feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.002946885,0.002946885
business_or_commercial_purpose,0.0012519544,0.0012519544
other_nonamortizing_features,-0.0011426796,0.0011426796
occupancy_type,-0.0010244247,0.0010244247
loan_purpose,-0.0008266599,0.0008266599
negative_amortization,0.0007702584,0.0007702584
conforming_loan_limit,-0.0007654307,0.0007654307
reverse_mortgage,0.0006293324,0.0006293324
interest_only_payment,-0.00056930695,0.00056930695
balloon_payment,-0.00045416964,0.00045416964
preapproval,-0.00044762203,0.00044762203
manufactured_home_secured_property_type,0.0003466117,0.0003466117
open_end_line_of_credit,-2.061378e-05,2.061378e-05
loan_type,-9.44003e-06,9.44003e-06
construction_method,0.0,0.0
initially_payable_to_institution,-0.0,0.0
lien_status,0.0,0.0
action_taken,-0.0,0.0
