feature,attribution,abs_attribution
business_or_commercial_purpose,0.0021017846,0.0021017846
negative_amortization,0.0020353715,0.0020353715
initially_payable_to_institution,0.0012834693,0.0012834693
preapproval,-0.0010480363,0.0010480363
interest_only_payment,0.00077445037,0.00077445037
open_end_line_of_credit,-0.00074201846,0.00074201846
other_nonamortizing_features,0.00071469863,0.00071469863
construction_method,-0.00037319624,0.00037319624
reverse_mortgage,0.00035999843,0.00035999843
balloon_payment,-0.0002751743,0.0002751743
conforming_loan_limit,-0.00021702674,0.00021702674
action_taken,-0.00021108554,0.00021108554
loan_purpose,0.0,0.0
manufactured_home_land_property_interest,0.0,0.0
occupancy_type,-0.0,0.0
lien_status,-0.0,0.0
manufactured_home_secured_property_type,-0.0,0.0
loan_type,0.0,0.0
