feature,attribution,abs_attribution
occupancy_type,-0.0014382184,0.0014382184
preapproval,-0.0011466614,0.0011466614
interest_only_payment,0.000788509,0.000788509
negative_amortization,0.0006189328,0.0006189328
manufactured_home_secured_property_type,-0.00061202643,0.00061202643
open_end_line_of_credit,-0.0005266666,0.0005266666
other_nonamortizing_features,0.00047435827,0.00047435827
construction_method,0.00032685188,0.00032685188
conforming_loan_limit,-0.000292242,0.000292242
balloon_payment,-9.315348e-05,9.315348e-05
reverse_mortgage,-7.963729e-05,7.963729e-05
loan_type,0.0,0.0
business_or_commercial_purpose,0.0,0.0
manufactured_home_land_property_interest,-0.0,0.0
initially_payable_to_institution,0.0,0.0
loan_purpose,0.0,0.0
lien_status,0.0,0.0
action_taken,0.0,0.0
