feature,attribution,abs_attribution
occupancy_type,-0.002222717,0.002222717
manufactured_home_land_property_interest,-0.0016395873,0.0016395873
negative_amortization,0.0015162819,0.0015162819
conforming_loan_limit,-0.0010028034,0.0010028034
reverse_mortgage,0.00037505597,0.00037505597
action_taken,-0.0003520287,0.0003520287
manufactured_home_secured_property_type,-0.00025113678,0.00025113678
open_end_line_of_credit,-0.0002459614,0.0002459614
other_nonamortizing_features,0.00015754915,0.00015754915
construction_method,0.00015152297,0.00015152297
preapproval,-8.3591345e-05,8.3591345e-05
initially_payable_to_institution,0.0,0.0
interest_only_payment,0.0,0.0
loan_purpose,0.0,0.0
balloon_payment,-0.0,0.0
loan_type,0.0,0.0
lien_status,-0.0,0.0
business_or_commercial_purpose,0.0,0.0
