feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.0045960443,0.0045960443
negative_amortization,0.0019982709,0.0019982709
business_or_commercial_purpose,0.0013897275,0.0013897275
initially_payable_to_institution,-0.0011943391,0.0011943391
other_nonamortizing_features,-0.00100772,0.00100772
manufactured_home_secured_property_type,-0.0010059604,0.0010059604
reverse_mortgage,0.00096177927,0.00096177927
balloon_payment,-0.0006947117,0.0006947117
interest_only_payment,-0.0005346873,0.0005346873
action_taken,-0.00044013985,0.00044013985
loan_purpose,0.0003844333,0.0003844333
open_end_line_of_credit,9.859178e-05,9.859178e-05
preapproval,1.1730995e-06,1.1730995e-06
occupancy_type,-0.0,0.0
lien_status,-0.0,0.0
conforming_loan_limit,-0.0,0.0
loan_type,-0.0,0.0
construction_method,-0.0,0.0
