feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.0025690144,0.0025690144
negative_amortization,0.0016331852,0.0016331852
conforming_loan_limit,-0.00068406085,0.00068406085
balloon_payment,-0.0005862165,0.0005862165
action_taken,-0.0005737362,0.0005737362
reverse_mortgage,0.0005375538,0.0005375538
interest_only_payment,-0.00051013124,0.00051013124
manufactured_home_secured_property_type,-0.00047963488,0.00047963488
loan_type,-0.00045554544,0.00045554544
business_or_commercial_purpose,0.0003861184,0.0003861184
preapproval,-0.00037943388,0.00037943388
other_nonamortizing_features,-6.564661e-05,6.564661e-05
open_end_line_of_credit,4.028418e-05,4.028418e-05
initially_payable_to_institution,-0.0,0.0
loan_purpose,0.0,0.0
occupancy_type,-0.0,0.0
lien_status,-0.0,0.0
construction_method,-0.0,0.0
