feature,attribution,abs_attribution
loan_purpose,-0.002371514,0.002371514
manufactured_home_land_property_interest,-0.0023057198,0.0023057198
business_or_commercial_purpose,0.0016616083,0.0016616083
action_taken,-0.001103476,0.001103476
negative_amortization,0.0010317605,0.0010317605
manufactured_home_secured_property_type,0.000881891,0.000881891
other_nonamortizing_features,-0.0008019871,0.0008019871
conforming_loan_limit,-0.00051483675,0.00051483675
occupancy_type,-0.0004590479,0.0004590479
reverse_mortgage,0.00033378738,0.00033378738
lien_status,-0.0002469686,0.0002469686
balloon_payment,0.00013029636,0.00013029636
preapproval,-9.0650654e-05,9.0650654e-05
open_end_line_of_credit,1.6441829e-05,1.6441829e-05
initially_payable_to_institution,0.0,0.0
interest_only_payment,-0.0,0.0
loan_type,-0.0,0.0
construction_method,-0.0,0.0
