feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.0033380066,0.0033380066
negative_amortization,0.0014901119,0.0014901119
loan_purpose,0.00077279157,0.00077279157
conforming_loan_limit,-0.0007714254,0.0007714254
loan_type,-0.0007052549,0.0007052549
business_or_commercial_purpose,0.0005578045,0.0005578045
interest_only_payment,-0.0005262976,0.0005262976
balloon_payment,-0.0005181063,0.0005181063
reverse_mortgage,0.00041674648,0.00041674648
open_end_line_of_credit,0.0002760778,0.0002760778
other_nonamortizing_features,-0.00023749804,0.00023749804
lien_status,0.00012046335,0.00012046335
manufactured_home_secured_property_type,2.6550959e-05,2.6550959e-05
preapproval,-2.1751432e-05,2.1751432e-05
construction_method,-0.0,0.0
initially_payable_to_institution,0.0,0.0
occupancy_type,-0.0,0.0
action_taken,-0.0,0.0
