feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.0038446137,0.0038446137
occupancy_type,-0.0014400727,0.0014400727
negative_amortization,0.0012158037,0.0012158037
action_taken,-0.0011644887,0.0011644887
business_or_commercial_purpose,0.001085258,0.001085258
loan_purpose,0.0009821663,0.0009821663
reverse_mortgage,0.0008232993,0.0008232993
other_nonamortizing_features,-0.00065803045,0.00065803045
manufactured_home_secured_property_type,-0.00057734567,0.00057734567
open_end_line_of_credit,0.00010771986,0.00010771986
preapproval,-4.3668264e-05,4.3668264e-05
initially_payable_to_institution,-0.0,0.0
lien_status,-0.0,0.0
conforming_loan_limit,0.0,0.0
interest_only_payment,0.0,0.0
balloon_payment,0.0,0.0
loan_type,-0.0,0.0
construction_method,0.0,0.0
