feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.0039710086,0.0039710086
business_or_commercial_purpose,0.0014812336,0.0014812336
occupancy_type,-0.0013152127,0.0013152127
action_taken,-0.0012296702,0.0012296702
loan_purpose,-0.0011202883,0.0011202883
negative_amortization,0.0011130018,0.0011130018
reverse_mortgage,0.0006508185,0.0006508185
other_nonamortizing_features,-0.0003977613,0.0003977613
lien_status,-0.00035562372,0.00035562372
preapproval,-0.0003446483,0.0003446483
open_end_line_of_credit,0.00031867073,0.00031867073
interest_only_payment,-0.000235912,0.000235912
manufactured_home_secured_property_type,9.122216e-05,9.122216e-05
initially_payable_to_institution,0.0,0.0
conforming_loan_limit,-0.0,0.0
balloon_payment,0.0,0.0
loan_type,0.0,0.0
construction_method,-0.0,0.0
