feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.0036990894,0.0036990894
negative_amortization,0.0017815395,0.0017815395
loan_purpose,0.00078817183,0.00078817183
manufactured_home_secured_property_type,-0.00055184023,0.00055184023
business_or_commercial_purpose,0.0005149141,0.0005149141
other_nonamortizing_features,-0.00047834765,0.00047834765
reverse_mortgage,0.0003830912,0.0003830912
conforming_loan_limit,-0.00019031935,0.00019031935
open_end_line_of_credit,0.00016490344,0.00016490344
interest_only_payment,5.5407716e-05,5.5407716e-05
preapproval,-4.1602703e-05,4.1602703e-05
lien_status,2.777745e-06,2.777745e-06
balloon_payment,-0.0,0.0
loan_type,-0.0,0.0
construction_method,0.0,0.0
initially_payable_to_institution,-0.0,0.0
occupancy_type,-0.0,0.0
action_taken,-0.0,0.0
