feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.003979568,0.003979568
negative_amortization,0.0016476325,0.0016476325
business_or_commercial_purpose,0.000671488,0.000671488
loan_purpose,0.0005267236,0.0005267236
other_nonamortizing_features,-0.000407167,0.000407167
conforming_loan_limit,-0.00032856874,0.00032856874
reverse_mortgage,0.00031923686,0.00031923686
manufactured_home_secured_property_type,-0.00022172047,0.00022172047
interest_only_payment,-0.00020321186,0.00020321186
preapproval,0.00012943814,0.00012943814
lien_status,-0.000111354944,0.000111354944
balloon_payment,-0.0,0.0
open_end_line_of_credit,0.0,0.0
loan_type,-0.0,0.0
construction_method,0.0,0.0
initially_payable_to_institution,0.0,0.0
occupancy_type,-0.0,0.0
action_taken,-0.0,0.0
