feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.0040584514,0.0040584514
negative_amortization,0.0026066792,0.0026066792
loan_purpose,-0.0016952237,0.0016952237
other_nonamortizing_features,-0.0016670678,0.0016670678
business_or_commercial_purpose,0.0016576517,0.0016576517
reverse_mortgage,0.0016005294,0.0016005294
occupancy_type,-0.001383919,0.001383919
balloon_payment,-0.0012737736,0.0012737736
manufactured_home_secured_property_type,-0.0009843888,0.0009843888
conforming_loan_limit,-0.000976679,0.000976679
initially_payable_to_institution,0.0008570704,0.0008570704
open_end_line_of_credit,0.00067276607,0.00067276607
preapproval,0.00028128986,0.00028128986
interest_only_payment,-4.4757566e-05,4.4757566e-05
loan_type,0.0,0.0
construction_method,-0.0,0.0
lien_status,0.0,0.0
action_taken,-0.0,0.0
