feature,attribution,abs_attribution
negative_amortization,0.0013701676,0.0013701676
interest_only_payment,0.0010261774,0.0010261774
other_nonamortizing_features,0.0005823328,0.0005823328
preapproval,-0.00053745596,0.00053745596
action_taken,-0.00045489805,0.00045489805
construction_method,-0.00030098332,0.00030098332
conforming_loan_limit,-0.00027370412,0.00027370412
reverse_mortgage,0.00016754768,0.00016754768
balloon_payment,0.00011852552,0.00011852552
loan_purpose,0.0,0.0
occupancy_type,-0.0,0.0
initially_payable_to_institution,0.0,0.0
manufactured_home_land_property_interest,-0.0,0.0
lien_status,-0.0,0.0
manufactured_home_secured_property_type,-0.0,0.0
loan_type,-0.0,0.0
open_end_line_of_credit,-0.0,0.0
business_or_commercial_purpose,0.0,0.0
