feature,attribution,abs_attribution
loan_purpose,-0.003706218,0.003706218
manufactured_home_land_property_interest,-0.0022249199,0.0022249199
business_or_commercial_purpose,0.0013295404,0.0013295404
action_taken,-0.0012843303,0.0012843303
negative_amortization,0.0009835638,0.0009835638
reverse_mortgage,0.0007976492,0.0007976492
manufactured_home_secured_property_type,0.00072283985,0.00072283985
other_nonamortizing_features,-0.0006821233,0.0006821233
conforming_loan_limit,-0.00041481858,0.00041481858
preapproval,-5.719716e-05,5.719716e-05
lien_status,-3.714736e-05,3.714736e-05
occupancy_type,-0.0,0.0
initially_payable_to_institution,0.0,0.0
interest_only_payment,-0.0,0.0
balloon_payment,0.0,0.0
loan_type,0.0,0.0
open_end_line_of_credit,0.0,0.0
construction_method,-0.0,0.0
