feature,attribution,abs_attribution
negative_amortization,0.0015039624,0.0015039624
business_or_commercial_purpose,0.0014897945,0.0014897945
interest_only_payment,0.00093219173,0.00093219173
conforming_loan_limit,-0.00090510346,0.00090510346
open_end_line_of_credit,-0.00045790686,0.00045790686
balloon_payment,0.0004372633,0.0004372633
construction_method,-0.00022989535,0.00022989535
reverse_mortgage,-0.00022758031,0.00022758031
action_taken,0.00013341065,0.00013341065
loan_type,-7.7008575e-05,7.7008575e-05
other_nonamortizing_features,0.0,0.0
initially_payable_to_institution,0.0,0.0
manufactured_home_land_property_interest,-0.0,0.0
preapproval,-0.0,0.0
loan_purpose,0.0,0.0
occupancy_type,-0.0,0.0
manufactured_home_secured_property_type,-0.0,0.0
lien_status,-0.0,0.0
