feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.0023636867,0.0023636867
negative_amortization,0.001353173,0.001353173
balloon_payment,-0.00079529925,0.00079529925
reverse_mortgage,0.0007098691,0.0007098691
other_nonamortizing_features,-0.0005335261,0.0005335261
conforming_loan_limit,-0.00034273742,0.00034273742
interest_only_payment,-0.0003236984,0.0003236984
manufactured_home_secured_property_type,-0.0002356846,0.0002356846
open_end_line_of_credit,0.00010375633,0.00010375633
initially_payable_to_institution,0.000103034305,0.000103034305
preapproval,-7.42955e-05,7.42955e-05
business_or_commercial_purpose,0.0,0.0
loan_type,-0.0,0.0
construction_method,0.0,0.0
loan_purpose,0.0,0.0
occupancy_type,-0.0,0.0
lien_status,-0.0,0.0
action_taken,-0.0,0.0
