feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.004023853,0.004023853
negative_amortization,0.0014170508,0.0014170508
business_or_commercial_purpose,0.001145656,0.001145656
action_taken,-0.0010872755,0.0010872755
manufactured_home_secured_property_type,-0.00069740677,0.00069740677
reverse_mortgage,0.00064268644,0.00064268644
loan_purpose,0.00051286793,0.00051286793
conforming_loan_limit,-0.0004802687,0.0004802687
open_end_line_of_credit,0.00041339252,0.00041339252
lien_status,-0.00035804915,0.00035804915
balloon_payment,-0.00035100157,0.00035100157
interest_only_payment,-0.00028821497,0.00028821497
preapproval,0.00021929413,0.00021929413
initially_payable_to_institution,-0.00014243135,0.00014243135
other_nonamortizing_features,6.132636e-05,6.132636e-05
occupancy_type,-0.0,0.0
loan_type,-0.0,0.0
construction_method,-0.0,0.0
