feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.0027398006,0.0027398006
occupancy_type,-0.0022941236,0.0022941236
business_or_commercial_purpose,0.0015305408,0.0015305408
negative_amortization,0.0010485651,0.0010485651
loan_purpose,-0.0008528708,0.0008528708
reverse_mortgage,0.0008045669,0.0008045669
other_nonamortizing_features,-0.0007418221,0.0007418221
conforming_loan_limit,-0.0005278808,0.0005278808
preapproval,-0.00039104949,0.00039104949
manufactured_home_secured_property_type,-9.8385484e-05,9.8385484e-05
open_end_line_of_credit,-8.676782e-05,8.676782e-05
interest_only_payment,-5.4880442e-05,5.4880442e-05
balloon_payment,-0.0,0.0
loan_type,0.0,0.0
construction_method,0.0,0.0
initially_payable_to_institution,-0.0,0.0
lien_status,-0.0,0.0
action_taken,-0.0,0.0
