feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.003288029,0.003288029
negative_amortization,0.001543264,0.001543264
occupancy_type,-0.0011204244,0.0011204244
action_taken,-0.0005564847,0.0005564847
reverse_mortgage,0.00044597482,0.00044597482
preapproval,-0.0004345963,0.0004345963
manufactured_home_secured_property_type,-0.0004197091,0.0004197091
balloon_payment,-0.00037608546,0.00037608546
conforming_loan_limit,-0.00033475523,0.00033475523
business_or_commercial_purpose,0.0002781119,0.0002781119
initially_payable_to_institution,0.00027042156,0.00027042156
other_nonamortizing_features,-0.00013642477,0.00013642477
interest_only_payment,-4.519805e-05,4.519805e-05
open_end_line_of_credit,2.4544013e-06,2.4544013e-06
loan_purpose,0.0,0.0
lien_status,0.0,0.0
loan_type,-0.0,0.0
construction_method,0.0,0.0
