feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.0029207873,0.0029207873
negative_amortization,0.0017016884,0.0017016884
loan_purpose,0.00066102337,0.00066102337
conforming_loan_limit,-0.00065778085,0.00065778085
business_or_commercial_purpose,0.00061071984,0.00061071984
manufactured_home_secured_property_type,-0.0005399077,0.0005399077
reverse_mortgage,0.00037866732,0.00037866732
other_nonamortizing_features,-0.00023962543,0.00023962543
balloon_payment,-0.00017160701,0.00017160701
open_end_line_of_credit,0.00015958409,0.00015958409
preapproval,-4.5088625e-05,4.5088625e-05
loan_type,-0.0,0.0
construction_method,0.0,0.0
interest_only_payment,-0.0,0.0
initially_payable_to_institution,-0.0,0.0
occupancy_type,-0.0,0.0
lien_status,-0.0,0.0
action_taken,-0.0,0.0
