feature,attribution,abs_attribution
loan_purpose,-0.0036526178,0.0036526178
business_or_commercial_purpose,0.0014206867,0.0014206867
manufactured_home_land_property_interest,-0.0013932205,0.0013932205
reverse_mortgage,0.0007203863,0.0007203863
manufactured_home_secured_property_type,0.00063120935,0.00063120935
conforming_loan_limit,-0.00028957194,0.00028957194
lien_status,-0.00024061627,0.00024061627
balloon_payment,0.00017536947,0.00017536947
preapproval,0.00014788056,0.00014788056
interest_only_payment,0.00013752693,0.00013752693
open_end_line_of_credit,-0.0,0.0
loan_type,0.0,0.0
construction_method,-0.0,0.0
negative_amortization,0.0,0.0
initially_payable_to_institution,0.0,0.0
other_nonamortizing_features,-0.0,0.0
occupancy_type,-0.0,0.0
action_taken,-0.0,0.0
