feature,attribution,abs_attribution
manufactured_home_land_property_interest,-0.003428621,0.003428621
negative_amortization,0.0018428521,0.0018428521
business_or_commercial_purpose,0.0010024158,0.0010024158
action_taken,-0.0009974012,0.0009974012
reverse_mortgage,0.0007242319,0.0007242319
preapproval,-0.0005093512,0.0005093512
manufactured_home_secured_property_type,-0.00029750494,0.00029750494
balloon_payment,-0.00025078267,0.00025078267
open_end_line_of_credit,-2.0360883e-05,2.0360883e-05
occupancy_type,-0.0,0.0
loan_purpose,0.0,0.0
other_nonamortizing_features,-0.0,0.0
initially_payable_to_institution,0.0,0.0
lien_status,-0.0,0.0
conforming_loan_limit,-0.0,0.0
interest_only_payment,-0.0,0.0
loan_type,-0.0,0.0
construction_method,0.0,0.0
