feature,attribution,abs_attribution
occupancy_type,-0.0020101587,0.0020101587
loan_purpose,-0.0016481639,0.0016481639
manufactured_home_land_property_interest,-0.0016329362,0.0016329362
negative_amortization,0.00075049745,0.00075049745
reverse_mortgage,0.00044888718,0.00044888718
preapproval,-0.00043305013,0.00043305013
conforming_loan_limit,-0.00042428257,0.00042428257
other_nonamortizing_features,-0.00038406206,0.00038406206
manufactured_home_secured_property_type,0.00011857215,0.00011857215
open_end_line_of_credit,1.3525146e-05,1.3525146e-05
business_or_commercial_purpose,0.0,0.0
loan_type,0.0,0.0
balloon_payment,-0.0,0.0
construction_method,0.0,0.0
interest_only_payment,0.0,0.0
initially_payable_to_institution,-0.0,0.0
lien_status,-0.0,0.0
action_taken,-0.0,0.0
