feature,attribution,abs_attribution
interest_only_payment,0.0017182801,0.0017182801
initially_payable_to_institution,0.0016638176,0.0016638176
business_or_commercial_purpose,0.0014701498,0.0014701498
negative_amortization,0.0012330912,0.0012330912
conforming_loan_limit,-0.0011228992,0.0011228992
reverse_mortgage,0.0010240928,0.0010240928
preapproval,-0.0007524361,0.0007524361
lien_status,-0.0006366812,0.0006366812
other_nonamortizing_features,0.0004919097,0.0004919097
open_end_line_of_credit,-0.00045107148,0.00045107148
construction_method,-0.00015148011,0.00015148011
balloon_payment,-0.00011434683,0.00011434683
manufactured_home_land_property_interest,-0.0,0.0
loan_purpose,0.0,0.0
manufactured_home_secured_property_type,-0.0,0.0
loan_type,0.0,0.0
occupancy_type,-0.0,0.0
action_taken,-0.0,0.0
